mies mjes
sincronismo siŋ.kɾoˈnis.mo
tabloza taˈβlo.sa
galerno gaˈleɾ.no
acostumbrar a.kos.tumˈbɾaɾ
gestatorio xes.taˈto.ɾjo
sufrible suˈfɾi.βle
uve ˈu.βe
accidentabilidad ak.siːðen̪.ta.βi.liˈðað
aclarar a.klaˈɾaɾ
soso ˈso.so
aneurisma a.newˈɾis.ma
subscribir sus.kɾiˈβiɾ
permanecer peɾ.ma.neˈseɾ
unifoliado u.ni.foˈlja.ðo
conceptuosidad kon.sep.two.siˈðað
curvar kuɾˈβaɾ
cuantificar kwan̯.ti.fiˈkaɾ
bosnio ˈbos.nio
nevada neˈβa.ða
pulcro ˈpul.kɾo
salario saˈla.ɾjo
embriagar em.βɾjaˈɣaɾ
rasgo ˈras.ɰo
achunchar a.tʃuɲ.ˈtʃar
competir kom.peˈtiɾ
noray noˈɾaj
congestionar koŋ.xes.tjoˈnaɾ
derogador de.ɾo.ɣaˈðoɾ
barbarie baɾˈβa ɾje
hidra ˈi.ðɾa
muir muˈiɾ
vacilar ba.siˈlaɾ
evadir e.βaˈðiɾ
dirceo diɾˈse.o
alunizar a.lu.ni.ˈsar
linao liˈna.o
piel ˈpjel
vusco ˈbus.ko
ajustable a.xusˈta.βle
cloc klok
bancocracia baŋ.koˈkɾa.sja
faenero fa.eˈne.ɾo
rejuvenecedor re.xu.βe.ne.seˈðoɾ
ay ˈaj
iluso iˈlu.so
crecidamente kɾe.siˈða.ˌmen.te
sosera soˈse.ɾa
angustiar aŋ.gusˈtjar
ginebra xiˈne.βɾa
tajante taˈxan.te
panoplia pa.ˈno.plja
ceo ˈse.o
celulosa se.luˈlo.sa 
cachucha kaˈtʃu.tʃa
cabrina kaˈβɾi.na
ostensible os.tenˈsi.βle
tonada toˈna.ða
escarbadero es.kaɾ.βaˈðe.ɾo
apocadamente a.poˈka.ðaˈmen̪.te
senda ˈsen.da
ineptitud i.nep.ti.tuð
infidelidad in.fi.ðe.li.ˈðað
cloque ˈklo.que
matapolvo ma.ta.ˈpol.βo
polaco poˈla.ko
galeno gaˈle.no
trastornadura t̪ɾas.t̪oɾ.na.ˈðu.ɾa
abastimiento a.β̞as̪.t̪i.ˈmi̯en̪.t̪o
entrometer en̪.tɾo.meˈteɾ
tiroides tiˈɾoj.des
mudar muˈðaɾ
deflagrar de.flaˈɣɾaɾ
adjurador að.xu.ɾaˈðoɾ
aimara ajˈma.ɾa
neumonitis new.mo.ˈni.tis
abnegar ap.neˈɰaɾ.se
retoricar re.to.ɾiˈkaɾ
acompasar a.kom.paˈsaɾ
crisuelo kɾiˈswe.lo
rosbif ˈros.βif
amabilidad a.ma.βi.liˈðað
evacuatorio e.βa.kwaˈto.ɾjo
bordo ˈboɾ.ðo
acucharado a.ku.tʃaˈɾa.ðo
abizcochado a.β̞is.ko.ˈʧa.do
amistoso a.misˈto.so
abanador a.βa.naˈðoɾ
chupilca tʃu.ˈpil.ka
inoxidable i.no.ksiˈða.βle
abejar a.be.ˈxar
cuando ˈkwan.do
perfidia peɾˈfi.ðja
descubrir des.kuˈβɾiɾ
repudiar repuˈðjaɾ
abiertamente a.βjeɾ.taˈmen̪.te
colombianismo ko.lom.bjaˈnis.mo
asolador a.so.laˈðoɾ
carpeta kaɾ.ˈpe.ta
frotis ˈfɾo.tis
pulpo ˈpul.po
libracho liˈbɾa.tʃo
amenguamiento a.meŋ.ɣwaˈmjen̪.to
insimular in.si.muˈlaɾ
ciscar sisˈkaɾ
transferir tɾans.feˈɾir
desollar de.soˈʎaɾ
recrudecer re.kɾu.ðeˈseɾ
provisional pɾo.βi.sjoˈnal
acatadura a.ka.taˈðu.ɾa
vanidad ba.niˈðað
multicaule mul.tiˈkaw.le
diligente di.li.xen.te
chirusa tʃiˈɾu.sa
interruptor in.te.rupˈtoɾ
tamil ta.ˈmil
accionariado ak.sjo.naˈɾja.ðo
actinomicosis ak.t̪i.no.miˈko.sis
obscenamente oβsˈse.na.men̪.te
encrasar eŋ.kɾaˈsaɾ
aguador a.ɣwaˈðoɾ
hastial asˈtjal
apologista a.po.loˈxis.ta
visera bi.ˈse.ɾa
mirar mi.ˈɾaɾ
rosa ˈro.sa
aficionador a.fi.ssjo.naˈðoɾ
colicuar ko.liˈkwaɾ
temeroso te.meˈɾo.so
chilango tʃiˈlaŋ.go
sagacidad sa.ɰa.siˈðað
habichuela a.βi.ˈʈʃwe.la
naranja naˈɾaŋ.xa
avejentar a.βe.xen̪ˈtaɾ
subrepticiamente suβ.ɾep.ti.sja'men̪.te
acusable a.kuˈsa.βle
destrocar des,t̪ɾoˈkaɾ
lomo ˈlo.mo
equilibrio e.ki.ˈli.β̞ɾjo
confitura kon.fiˈtu.ɾa
dispar disˈpaɾ
bolardo boˈlaɾ.ðo
atravesador a.tɾa.βe.saˈðoɾ
inescrutable i.nes.kɾuˈta.βle
rorro ˈro.ro
infinitesimal in.fi.ˌni.te.si.ˈmal
pugna ˈpuɰ.na
canela ka.ˈne.la
gamusino ga.mu.ˈsi.no
lagartija la.ɰaɾˈti.xa
vetar beˈtaɾ
ajenjo aˈxeŋ.xo
historicista is.to.ɾiˈsis.ta
patria ˈpa.tɾja
rever reˈβeɾ
hasta ˈas.ta
supranacional su.pɾa.na.sjoˈnal
trajino tɾaˈxi.no
pervivencia peɾ.βiˈβen.sja
ajuntar a.xun̪ˈtaɾ
atrancar a.tɾaŋˈkaɾ
quejar keˈxaɾ
presbicia pɾes.ˈβi.sja
asegurar a.se.ɣuˈɾaɾ
sutileza su.tiˈle.sa
lago ˈla.ɣo
abordador a.βoɾ.ðaˈðoɾ
esplendoroso es.plen̪.doˈɾo.so
falsedad fal.se.ˈðað
fe fe
esquivar es.kiˈβaɾ
listel lisˈtel
islamita is.laˈmi.ta
acariciar a.ka.ɾi.ˈsjaɾ
triunfo ˈtɾjũɱ.fo̞
patuleco pa.tuˈle.ko
transfretar tɾans.fɾeˈtaɾ
virginidad biɾ.xi.niˈðað
sospechable sos.peˈtʃa.βle
entelequia en.teˈle.kja
romper romˈpeɾ
atracar a.tɾa.kaɾ
perecear pe.ɾe.seˈaɾ
acionero a.sjoˈne.ɾo
agramador a.ɣɾa.maˈðoɾ
frangir fɾaŋˈgiɾ
abrupto aˈβɾup.to
disculpadamente dis.kulˌpa.ðaˈmen.te
brujidor bɾu.xiˈðoɾ
acidaque a.siˈða.ke
pagadero pa. ɰaˈðe.ɾo
separar se.paˈɾaɾ
dibujo diˈβu.xo
trapeador tɾa.peaˈðoɾ
juratorio xu.ɾaˈto.ɾjo
aciche aˈsi.tʃe
grandiosidad gɾan.djo.si.ˈðað
agavillar a.ɣa.βiˈʎaɾ
vivir biˈβiɾ
impoluto im.poˈlu.to
tabaquismo ta.βa.ˈkis.mo
clin ˈklin
escalofriar es.ka.loˈfɾjaɾ
privilegiativo pɾi.βi.le.xjaˈti.βo
jueves ˈxwe.βes
vacunar ba.kuˈnaɾ
supereminencia ˌsu.peɾ.e.miˈnen.sja
car kaɾ
nefando neˈfan.do
malayo ma.ˈla.ʝo
engualdrapar eŋ.gwal.ðɾaˈpaɾ
conocible ko.noˈsi.βle
bicoca biˈko.ka
oboe o.ˈβo.e
profesor pɾo.feˈsoɾ
abarcador a.βaɾ.kaˈðoɾ
transitivo tɾan.siˈti.βo
neurona new.ˈɾo.na
descatolizar des.ka.to.liˈsaɾ
viviente biˈβjen̪.te
dramaturgo dɾa.maˈtuɾ.ɣo
ontologismo on.to.loˈxis.mo
obvio ˈo̞βjo̞
quier ˈkjeɾ
latoso laˈto.so
locuacidad lo.kwa.siˈðað
cineclub si.neˈkluβ
estupidez es.tu.piˈðes
cuy ˈku.i
acebuchal a.se.βuˈtʃal
congelable koŋ.xeˈla.βle
alabador a.la.βaˈðor
asemejar a.se.meˈxaɾ
polenta poˈlen.ta
hispanismo is.paˈnis.mo
acejero a.seˈxe.ɾo
califato ka.liˈfa.to
infortunado iɱ.foɾ.tuˈna.ðo
cuestionar kwes.tjoˈnaɾ
broa ˈbɾo.a
anegamiento a.ne.ɣaˈmjen̪.to
encrudelecer eŋ.kɾu.ðe.leˈseɾ
sombra ˈsom.bɾa
alocar a.loˈkaɾ
autor awˈtoɾ
marchitable maɾ.tʃiˈta.βle
bicha ˈbi.tʃa
contrabajo kon.tɾaˈβa.xo
dinamizar di.na.miˈsaɾ
zarandear sa.ɾan̪.deˈaɾ
guardaguas gwaɾˈða.gwas
lobo ˈlo.βo
abortivo a.βoɾˈti.βo
menipeo me.niˈpe.o
arrepistar a.re.pisˈtaɾ
oxoniense ok.soˈnjen.se
santuario sanˈtwa.ɾi.o
manazas maˈna.sas
ruar rwaɾ
alunizaje a.lu.niˈsa.xe
crudillo [ kɾu.ˈði.ʎo
resobrino re.so.ˈβɾi.no
cultalatiniparla ˌkul.ta.la.ti.niˈpaɾ.la
desvariamiento des.βa.ɾjaˈmjen̪.to
acatanca a.kaˈtaŋ.ka
jurador xu.ɾaˈðoɾ
acolar a.koˈlaɾ
abejear a.βe.xe.ˈaɾ
acodalamiento a.ko.ða.laˈmjen̪.to
abrasador a.βɾa.saˈðoɾ
testerillo tes.te.ˈɾi.ʎo
brizar bri.ˈsaɾ
picanear pi.ka.neˈaɾ
agonizar a.ɰo.niˈsaɾ
capnomancia kap.noˈman.sja
pelador pe.laˈðoɾ
despiporre des.piˈpo.re
flechadura fle.tʃaˈðu.ɾa
aborrajarse a.βo.raˈxaɾ.se
derrotero de.roˈte.ɾo
vestimenta bes.tiˈmen̪.ta
tullidez tu.ʎiˈðes
nochero noˈtʃe.ɾo
pagable paˈɰa. βle
directoral di.ɾek.toˈɾal
estatuar es.taˈtwaɾ
bocado boˈka.ðo
latero la.teˈɾo
injuriamiento iŋ.xu.ɾjaˈmjen̪.to
ergotista eɾ.ɣoˈtis.ta
electrocardiograma e.ˌlek.tɾo.ˌkaɾ.ðjo.ˈgɾa.ma
denominar de.no,miˈnaɾ
petalismo pe.ta.ˈliz.mo
chiflete tʃi.ˈfle.te
ti ti
convocatorio kom.bo.kaˈto.ɾjo
vanguardismo baŋ.gwaɾˈðis.mo
ensiforme en.siˈfoɾ.me
bagatela ba.ɰaˈte.la
tutear tu.teˈaɾ
anglicismo aŋ.gliˈsis.mo
acoceamiento a.ko.seaˈmjen̪.to
turco ˈtuɾ.ko̞
adelgazador a.ðel.ɣa.saˈðoɾ
atrevencia a.tɾeˈβen.sja
apetencia a.peˈten.sja
moro ˈmo.ɾo
insulina in.suˈli.na
lapidificar la.pi.ði.fiˈkaɾ
probar pɾoˈβaɾ
chamullar tʃa.muˈʝaɾ
superior su.peˈɾioɾ
habado aˈβa.ðo
acebolladura a.se.βo.ʎaˈðu.ɾa
cidra ˈsi.ðɾa
majorca maˈxoɾ.ka
ligamen liˈɣa.men
estatificar es.ta.ti.fiˈkaɾ
substrato suβsˈtɾa.to
islamismo is.laˈmis.mo
carcomer kaɾ.koˈmeɾ
pedicoj pe.ðiˈkox
aciguatarse a.si.gwaˈtaɾ.se
revenir re.βeˈniɾ
aplacible a.plaˈsi.βle
muselina mu.se.ˈli.na
tridente triˈden.te
calentito ka.lenˈti.to
comparatista kom.pa.ɾaˈtis.ta
comer koˈmeɾ
dedil deˈðil
siete ˈsje.te
indiano inˈdja.no
leve ˈle.βe
yal ˈʝal
tesoro teˈso.ɾo
lipoma li.ˈpo.ma
nimio ˈni.mjo
borrador bo.raˈðoɾ
sonido so.ˈni.ðo
hojarasca o.xa.ˈɾas.ka
parroquiano pa.roˈkja.no
sabotear sa.βoˈte.aɾ
cangalla kaŋˈga.ʎa
descolorar des.ko.loɾaɾ
directamente diˈɾek.taˈmen.te
bardana baɾˈða.na
cadena kaˈðe.na
agresivamente a.ɣɾeˈsi.βaˈmen̪.te
subtitular sub.ti.tuˈlaɾ
ventilar ben.tiˈlaɾ
lusitanismo lu.si.taˈnis.mo
clocar kloˈkaɾ
pirar pi.ˈɾar
letrero leˈtɾe.ɾo
gatas ˈga.tas
multitudinario mul.tiˌtu.ðiˈna.ɾjo
querer keˈɾeɾ
arbusto aɾˈβus.to
zurcir suɾˈsiɾ
aldaba alˈða.βa
adolescente a.ðo.leˈsen̪.te
capitel ka.pi.ˈtel
pircar piɾˈkaɾ
requesonero re.ke.soˈne.ɾo
venezolano be.ne.soˈla.no
colombiano ko.lomˈbja.no
quila ˈki.la
estenografiar esˌte.no.gɾaˈfjaɾ
peliagudo pe.ljaˈɣu.ðo
metraje meˈtɾa.xe
primer pɾiˈmeɾ
residuo reˈsi.ðwo
combar komˈbaɾ
oxalato ok.saˈla.to
velorio beˈlo.ɾjo
serreta seˈre.ta
fornecer for.neˈseɾ
arador a.ɾa.ˈðoɾ
aptitud ap.ti.ˈtuð
morbilidad moɾ.βi.liˈðað
jaranero xa.ɾaˈne.ɾo
columpiar ko.lum.ˈpjaɾ
ruso ˈru.so
lucha ˈlu.ʧa
coordinador koɾ.ði.naˈðoɾ
gaseoso ga.se.ˈo.so
afrisonado a.fɾi.soˈna.ðo
abarquillamiento a.βaɾ.ki.ʎaˈmjen.to
roble ˈro.βle
novillo noˈβi.ʎo
alga ˈal.ɣa
verdad beɾˈðað
defecar de.fe.ˈkaɾ
desastre deˈsas.tɾe
arregladamente a.reˈɰla.ðaˈmen.te
macadamizar ma.ka.ða.miˈsaɾ
deleznarse de.lesˈnaɾ.se
doliente doˈljen.te
tiple ˈti.ple
translucirse tɾans.luˈsiɾ.se
negable neˈɰa.βle
guijarro gi.ˈxa.ro
cerdo seɾ.ðo
desferrar des.feˈraɾ
remover re.moˈβeɾ
evidente e.βiˈðen̪.te
temblar temˈblaɾ
horroroso o.roˈɾo.so
atenuante a.teˈnwan̪.te
matapulgas ma.taˈpul.ɰas
almueza alˈmwe.sa
arsenal aɾ.seˈnal
administrativista að.mi.nis.tɾa.tiˈβis.ta
escalaborne es.ka.laˈβoɾ.ne
pirenaico pi.ɾeˈnaj.ko
quimono kiˈmo.no
terribilidad te.ri.βi.liˈðað
ventosear ben.to.seˈaɾ
olleta oʎeta
apa ˈa.pa
presente pre.ˈsen.te
licor liˈkoɾ
bacteriano bak.te.ˈɾja.no
urpila uɾˈpi.la
adaptador aðaptaðoɾ
acertante a.seɾˈtan̪.te
estrictamente es.tɾik.taˈmen.te
relajador re.la.xaˈðoɾ
mensajero men.sa.ˈxe.ɾo
firmeza fiɾˈme.sa
renacimiento re.na.siˈmjen.to
empalidecer em.pa.li.ðeˈseɾ
pelusa peˈlu.sa
mareta ma.ˈɾe.ta
odisea o.ðiˈse.a
ofender o.fenˈdeɾ
pilcha pilˈtʃa
deponente de.poˈnen̪.te
anualmente aˈnwalˈmen̪.te
arribo aˈri.βo
diva ˈdi.βa
inficionar iŋ.fi.sjoˈnaɾ
malacara ma.laˈka.ɾa
avaluar a.βaˈlwar
aviejar a.βjeˈxaɾ
reconcomerse re.koŋ.koˈmeɾ.se
enebro eˈne.bro
semen ˈse.men
rasadura ra.saˈðu.ɾa
bono ˈbo.no
mutismo muˈtis.mo
pelota peˈlo.ta
incultura ˌiŋ.kulˈtu.ɾa
lujoso luˈxo.so
mariconera ma.ɾi.koˈne.ɾa
cal ˈkal
inmediatamente in.meˈðja.taˈmen.te
hirsuto iɾˈsu.to
jacal xaˈkal
carnaval kaɾ.naˈβal
joropo xoˈɾo.po
dictamen dik.ˈta.men
temblequear tem.ble.keˈaɾ
entregar en.tɾe.ˈɰaɾ
fusil fuˈsil
alcantarino al.kan̪.taˈɾi.no
dialogador dja.lo.ɣaˈðoɾ
visiteo bi.siˈte.o
patriotismo ˈpa.tɾjoˈtis.mo
insolvencia in.solˈβen.sja
astronave as.tɾoˈna.βe
trasbordar tɾas.βoɾˈðaɾ
genotipo xe.no.ˈti.po
sopor soˈpoɾ
saludar sa.luˈðaɾ
murmurar muɾ.muˈɾaɾ
mudez muˈðes
acartonarse a.kaɾ.toˈnaɾ.se
placenta plaˈsen̪.ta
estamento es.taˈmen̪.to
huerta ˈweɾ.ta
zapato saˈpa.to
caramelo ka.ɾaˈme.lo
leonado le.oˈna.ðo
lavotear la.βo.teˈaɾ
buscapique bus.kaˈpi.ke
bello ˈbe.ʎo
tapajuntas ta.paˈxun̪.tas
joyante xoˈʝan.te
jazz ˈʝas
dicasterio dikașˈterjo
amortiguar a.moɾ.tiˈɰwaɾ
danzador dan.saˈðoɾ
cobrar koˈbɾaɾ
gamuzado ga.muˈsa.ðo
divinatorio di.βi.naˈto.ɾjo
cilicio siˈli.sjo
carbonizar kaɾ.βo.ni.ˈsaɾ
periclitar pe.ɾi.kliˈtaɾ
culear ku.leˈaɾ
ocio ˈo.sjo 
sulfurar sul.fuˈɾaɾ
ingeniosamente in.xeˈnjo.saˈmen.te
amitosis a. mi.ˈto.sis
mayordombre ma.ʝoɾˈðoɱ.bɾe
casona kaˈso.na
cumanagoto ku.ma.naˈɰo.to
sepultar se.pulˈtaɾ
alabanza a.la.ˈβan.sa
actualidad ak.twa.liˈðað
altanero al.taˈne.ɾo
desinencia de.siˈnen.sja
insomne inˈsom.ne
encumbrar en.kumˈbɾaɾ
ajenabe a.xeˈna.βe
hedonismo e.ðo.ˈnis.mo
decano deˈka.no
embarazoso em.ba.ɾaˈso.so
galbanero gal.βaˈne.ɾo
anzoatiguense an.so.a.tiˈɣen.se
crecencia kɾe.ˈsen.sja
vulcanismo bul.kaˈnis.mo
recordar re.koɾ.ˈdaɾ
ingeniero iŋ.xe.ˈnje.ɾo
amargura a.maɾˈɰu.ɾa
reposadamente re.poˈsa.ðaˈmen.te
camada ka.ˈma.ða
trincadura tɾiŋ.kaˈðu.ɾa
conocimiento ko.no.siˈmjen̪.to
quechua ˈke.ʧwa
saloma sa.ˈlo.ma
exagerativamente e.ksa.xe.ɾaˈti.βaˈmen̪.te
cementerio se.menˈte.ɾio
abstinente aβs.tiˈnen̪.te
cantaletear kan̪.ta.le.teˈaɾ
patada paˈta.ða
eximio ekˈsi.mjo
renal re.ˈnal
enrigidecer en.ri.xi.ðeˈseɾ
esparavel es.pa.ɾaˈβel
bolillero bo.liˈʎe.ɾo
ayunar a.ʝuˈnaɾ
vaticinio ba.tiˈsi.njo
ascensor a.senˈsoɾ
dada ˈda.ða
tablajero ta.βlaˈxe.ɾo
gremio ˈgɾe.mjo
chichero tʃiˈtʃe.ɾo
relatividad re.la.ti.βiˈðað
rechoncho reˈʧon.ʧo
maicena majˈse.na
bendecir ben.deˈsiɾ
revelable re.βeˈla.βle
ciborio siˈβo.ɾjo
inepto iˈnep.to
jefe ˈxe.fe
afirmamiento a.fiɾ.maˈmjen̪.to
controlar kon.tɾoˈlaɾ
horqueta oɾˈke.ta
achacoso a.tʃaˈko.so
complutense kom.pluˈten.se
acoger a.koˈxeɾ
acodar a.koˈðaɾ
sumar su.ˈmaɾ
citar siˈtaɾ
metodista me.toˈðis.ta
rematar re.maˈtaɾ
caz ˈkas
combatir koɱ.baˈtiɾ
resma ˈres.ma
adsorbente ad.soɾˈˈβen̪.te
candidiasis kan̪.diˈðja.sis
vezar βeˈsaɾ
zurdir suɾˈðiɾ
abeja a.ˈβe.xa
serpiente seɾˈpjen.te
prolongar pɾo.loŋˈgaɾ
reverendo re.βeˈɾen.ðo
indonesio in.do.ˈne.sjo
impurificar im.pu.ɾi.fiˈkaɾ
depuratorio de.pu.ɾaˈto.ɾjo
albano alˈβa.no
sobreveste so.βɾeˈβes.te
nevoso neˈβo.so
hospitalidad os.pi.ta.liˈðað
diapalma djaˈpal.ma
apepsia aˈpep.sja
californio ka.liˈfoɾ.njo
operador o.pe.ɾa.ˈðoɾ
afable aˈfa.βle
listonero lis.toˈne.ɾo
tono ˈto.no
koala koˈa.la
alerce aˈleɾ.se
acaronar a.ka.ɾoˈnaɾ
abarraz a.βaˈras
manifestar ma.ni.fesˈtaɾ
papel paˈpel
voluntad bo.lunˈtað
kimono kiˈmo.no
lona ˈlo.na
concejo konˈse.xo
arbolar aɾ.βoˈlaɾ
peto ˈpe.to
protuberancia pɾo.tu.βeˈɾan.sja
chirimoyo tʃi.ɾi.ˈmo.ʝ o
lemnisco lem.ˈnis.ko
asesar a.seˈsaɾ
embocadura em.bo.kaˈðu.ɾa
canana kaˈna.na
crocodilo kɾo.koˈði.lo
diana ˈdja.na
eliminar e.li.miˈnaɾ
trasloar tɾas.loˈaɾ
conocedor ko.no.seˈðoɾ
dispositivo dis.po.siˈti.βo
representar re.pɾe.senˈtaɾ
urbanidad uɾ.βa.niˈðað
madurar ma.ðuˈɾaɾ
nudista nu.ˈðis.ta
rectificar rek.ti.fiˈkaɾ
gracejar gɾa.seˈxaɾ
desconocer des.ko.noˈseɾ
ocioso oˈsjo.so
querencia keˈɾen.sja
poema poˈe.ma
desmarrido ðes.ma.ˈri.ðo
destajador des.ta.xaˈðoɾ
baluarte baˈlwaɾ.te
alambicar a.lam.biˈkaɾ
afrancesamiento a.fɾan.se.saˈmjen̪.to
tiranizar ti.ɾa.niˈsaɾ
fatalismo fa.ta.ˈlis.mo
absconder aps.konˈdeɾ
particularmente paɾ.ti.kuˈlaɾ.men̪.te
gozar goˈsaɾ
extinguible eks.tiŋ.ˈgi.βle
precepto pɾeˈsep.to
cumular ku.muˈlaɾ
laconismo la.ko.ˈniz.mo
conejar ko.neˈxaɾ
alhurreca a.luˈre.ka
sedar seˈðaɾ
otilar o.tiˈlaɾ
escarcha esˈkaɾ.tʃa
disquetera dis.keˈte.ɾa
fuerero fweˈɾe.ɾo
preterir pɾe.teˈɾiɾ
reyerta re.ˈʝeɾ.ta
pardal paɾ.ˈðal
apaniguar a.pa.niˈɣwaɾ
socio ˈso.sjo
unicelular u.ni.se.luˈlar
acoderar a.ko.ðeˈɾaɾ
judeocristiano xuˌðe.o.krisˈtja.no
estupor es.tuˈpoɾ
pluriempleo plu.ɾiemˈpleo
harinear a.ɾi.ne.ˈaɾ
informal in.foɾˈmal
matriz maˈtɾis
relinga reˈliŋ.ga
lenocinio le.noˈsi.njo
etnocentrismo et.no.sen̪ˈtɾis.mo
apnea ap.ˈne.a
acescencia a.sesˈsen.sja
dermis ˈdeɾ.mis
bada ˈba.ða
verecundia be.ɾeˈkun.dja
dios djos
ostentar os.ten̪ˈtaɾ
charlear tʃaɾ.leˈaɾ
criminal kɾi.miˈnal
luterano lu.teˈɾa.no .l
pavada paˈβa.ða
orinar o.ɾiˈnaɾ
acabar a.kaˈβar
bisbisar bis.βiˈsaɾ
laico ˈlaj.ko
maridaje ma.ɾiˈða.xe
acorrer a.koˈreɾ
tabolango ta.βoˈlaŋ.go
fortunio foɾˈtu.njo
actuoso akˈtwo.so
empalagar em.pa.laˈɰaɾ
affaire aˈfeɾ
empretecer em.pɾe.teˈseɾ
pupa ˈpu.pa
afectivo a.fekˈti.βo
suburbio suˈβuɾ.βjo
frontal fɾonˈtal
centro sen̪.tɾo
leo ˈle.o
significante sig.ni.fiˈkan.te
inimputable ĩˈnĩm.pũ.tã.blẽ
milla ˈmi.ʎa
jugosidad xu.ɣo.siˈðað
enojo eˈno.xo
pista ˈpis.t̪a
zebra ˈse.βɾa
balsero balˈse.ro
superador su.pe.ɾaˈðoɾ
ocalear o.ka.leˈaɾ
colegial ko.le.ˈxjal
cuaderna kwaˈðeɾ.na
maternidad ma.teɾ.niˈðað
aserrar a.seˈraɾ
acender a.sen̪ˈdeɾ
entrechocar en.tɾe.ʈʃoˈkaɾ
zumaque suˈma.ke
alcalifaje al.ka.liˈfa.xe
monetario mo.neˈta.ɾio
alguacil al.(g)waˈsil
accitano ak.siˈta.no
cauto ˈkaw.to
vasto ˈbas.to
aerobio a.eˈɾo.βjo
consumo konˈsu.mo
obsoleto oβ.soˈle.to
incauto inˈkaw.to
asonada a.so.ˈna.ða
hiperespacio i.peɾ.esˈpa.sjo
languidecer laŋ.ɣi.ðeˈseɾ
mayordomear ma.ʝoɾ.ðo.meˈaɾ
linfocito lin.fo.ˈsi.to
acrecencia a.kɾeˈsen̪.sja
fulcir fulˈsiɾ
caballeroso ka.βa.ʎeˈɾo.so
abusivo a.βuˈsi.βo
salitre sa.li.ˈtɾe
sobre ˈso.βɾe
comunista ko.muˈnis.ta
romadizo ro.maˈði.so
caldense kalˈden.se
coraje koˈɾa.xe
sentar senˈtaɾ
cleuasmo klewˈas.mo
mirra ˈmi.ra
puerperio pweɾˈpe.ɾjo
varicela ba.ɾiˈse.la
intuito in̪ˈtwi.to
coxa ˈkok.sa
jalar xaˈlaɾ
placiente plaˈsjen̪.te
reducidor re.ðu.siˈðoɾ
pleonasmo ple.oˈnas.mo
singularidad siŋ.guˈlaɾ.men̪.te
sobrecrecer so.βɾe.kɾeˈseɾ
vituperio bi.tuˈpe.ɾjo
oasis o.ˈa.sis
carabina ka.ɾaˈβi.na
sincronizar sin.kɾo.niˈsaɾ
quipu ˈki.pu
desafuero de.saˈfwe.ɾo
liviana liˈβja.na
balcarrotas bal.kaˈro.tas
tirabeque ti.ɾaˈβe.ke
atomizar a.to.miˈsaɾ
catarsis ka.ˈtaɾ.sis
amacizar a.ma.siˈsaɾ
taquipnea ta.kipˈne.a
supino suˈpi.no
barbote baɾ.ˈβo.te
patatal pa.ta.ˈtal
comarca ko.ˈmaɾ.ka
perseverar per.se.βeˈɾaɾ
sintetizar sin.te.tiˈsaɾ
previo ˈpɾe.βjo
basa ˈba.sa
faz ˈfas
abonar a.βoˈnar
coligamiento ko.li.ɣaˈmjen̪.to
concomerse koŋ.koˈmeɾ.se
sorteo soɾˈte.o
talquita talˈki.ta
acusatorio a.ku.saˈto.ɾjo
sustancia susˈtan.sja
indicar in.diˈkaɾ
entendederas en̪.ten̪.deˈðe.ɾas
analfabeto a.nal.faˈβe to
berilo beˈɾi.lo
morocho moˈɾo.tʃo
geodesta xe.oˈðes.ta
resucitar re.su.siˈtaɾ
cogote koˈɰo.te
mordaza moɾˈda.sa
trompa ˈtɾõ̞m.pa̠
ingresar iŋ̩.ɣɾeˈsaɾ
efod eˈfod
enfoscar en.fosˈkaɾ
resueltamente reˌswel.taˈmen̪.te
lamedal la.meˈðal
trepatroncos ˌtɾe.paˈtɾoŋ.kos
livianamente liˈβja.na.men̪.te
dislocar dis.loˈkaɾ
embebecer em.be.βeˈseɾ
efervescente eˈfer.ve'sen.te
escanciar es.kanˈsjaɾ
humita uˈmi.ta
golfo ˈgol.fo
groar gɾoˈaɾ
acrotera a.kɾoˈte.ɾa
gancho ˈgaŋ.t͡ʃo
trasmatar tɾas.maˈtaɾ
acalabrotar a.ka.la.βɾoˈtaɾ
gustosamente gusˈto.saˈmen̪.te
ojera oˈxe.ɾa
l ˈe.le
trimestral tɾi.mes.ˈtɾal
conticinio koN ti ˈsi njo
achaquero a.tʃaˈke.ɾo
fotocopiador fo.to.ko.pjaˈðoɾ
abanto aˈβan̪.to
afilosofado a.fi.lo.soˈfa.ðo
escalecer es.ka.leˈseɾ
fanega faˈne.ɣa
mexicanismo me.xi.kaˈnis.mo
remunerar re.mu.neˈɾaɾ
boticario bo.tiˈka.ɾjo
esquileo es.ki.ˈle.o
chica ˈt∫i.ka
weber ˈwe.βeɾ
tarro ˈta.ro
cracoviano ba.ˈloŋ
bermejo beɾˈme.xo
triple ˈtɾi.ple
tortuga toɾˈtu.ɣa
audacia awˈða.sja
duna ˈdu.na
sexto ˈseks.to
damasco daˈmas.ko
mancomunidad maŋ.ko.mu.niˈðað
perejil pe.ɾeˈxil
poiquilotermia poj.ki.lo.ˈteɾ.mja
mastelero mas.teˈle.ɾo
chilenismo ʧi.leˈnis.mo
alfabetizar al.fa.be.ti.ˈsaɾ
exigencia ek.siˈxen.sja
falencia faˈlen.sja
convenio komˈbe.njo
reconciliar re.kon.siˈljaɾ
quetzal ket.ˈsal
ignorancia ˈiɡ.no.ɽan.sia
